TransactionID,AccountID,Date,Type,Amount,Fee
106,75.0,2000-11-20 04:00:08,Deposit,216.78,50
1060,130.0,2008-07-12 11:09:46,Withdrawal,2848.58,100
1061,7.0,2008-07-12 13:03:58,Deposit,54.43,50
1062,46.0,2008-07-14 22:32:46,Deposit,1695.34,50
1063,53.0,2008-07-19 14:38:33,Deposit,2612.64,50
1064,140.0,2008-07-21 01:32:15,Deposit,1990.84,50
1065,124.0,2008-07-26 08:40:40,Deposit,2288.17,5
1066,6.0,2008-07-27 10:56:28,Transfer,1139.53,0
1067,133.0,2008-07-29 09:07:58,Deposit,953.8,50
1068,122.0,2008-08-09 04:38:50,Transfer,1011.84,0
1069,125.0,2008-08-10 07:54:37,Deposit,2145.73,5
107,86.0,2000-11-21 13:55:21,Transfer,1145.87,0
1070,98.0,2008-08-14 01:28:03,Deposit,2052.57,50
1071,54.0,2008-08-14 08:19:43,Transfer,1479.3,0
1072,46.0,2008-08-14 21:37:41,Deposit,2318.1,50
1073,35.0,2008-08-23 17:02:02,Deposit,2150.97,50
1074,123.0,2008-08-26 09:41:42,Deposit,2765.19,50
1075,44.0,2008-08-27 18:58:48,Withdrawal,491.1,100
1076,114.0,2008-09-02 07:01:03,Transfer,2773.24,0
1077,47.0,2008-09-06 01:35:59,Deposit,1281.48,50
1078,113.0,2008-09-08 07:17:21,Deposit,34.53,50
1079,98.0,2008-09-09 16:49:23,Deposit,2610.16,50
108,1.0,2000-11-28 10:09:52,Deposit,2883.73,50
1080,64.0,2008-09-10 15:53:33,Withdrawal,1361.24,100
1081,83.0,2008-09-15 16:38:27,Transfer,955.2600000000001,0
1082,114.0,2008-09-19 11:42:03,Deposit,2433.43,5
1083,52.0,2008-09-22 00:11:16,Deposit,57.95,50
1084,69.0,2008-09-28 08:01:48,Withdrawal,2876.0,100
1085,124.0,2008-10-01 02:15:54,Withdrawal,1807.17,100
1086,28.0,2008-10-03 01:37:47,Deposit,1733.93,50
1087,91.0,2008-10-07 07:51:48,Deposit,428.48,50
1088,136.0,2008-10-09 02:26:50,Deposit,1485.91,50
1089,84.0,2008-10-10 05:06:40,Withdrawal,604.0,100
109,51.0,2000-11-29 05:58:30,Deposit,2852.15,50
1090,22.0,2008-10-10 11:53:56,Deposit,230.93,5
1091,24.0,2008-10-11 23:14:03,Deposit,2889.88,50
1092,140.0,2008-10-14 06:39:46,Deposit,1131.44,50
1093,134.0,2008-10-19 11:45:14,Deposit,357.56,50
1094,36.0,2008-10-19 21:21:06,Deposit,1085.09,5
1095,21.0,2008-10-27 16:30:27,Deposit,2622.59,50
1096,82.0,2008-10-31 22:37:24,Deposit,2095.9,50
1097,121.0,2008-11-05 06:14:40,Deposit,1964.9,5
1098,23.0,2008-11-07 22:49:19,Deposit,400.15,50
1099,113.0,2008-11-08 19:00:36,Deposit,428.22,50
11,136.0,2000-01-26 22:06:06,Deposit,1825.24,50
110,113.0,2000-11-29 13:20:42,Deposit,770.37,50
1100,89.0,2008-11-10 05:07:05,Transfer,50.81,0
1101,68.0,2008-11-10 16:11:35,Deposit,869.0,50
1102,54.0,2008-11-13 14:48:11,Deposit,2415.03,5
1103,34.0,2008-11-15 05:01:04,Deposit,2750.92,50
1104,35.0,2008-11-17 05:21:20,Deposit,1904.31,50
1105,133.0,2008-11-20 17:37:04,Deposit,2164.48,50
1106,97.0,2008-11-25 20:42:31,Transfer,1080.32,0
1107,24.0,2008-11-27 09:29:32,Deposit,1525.04,50
1108,59.0,2008-11-30 00:12:06,Transfer,634.33,0
1109,5.0,2008-12-06 22:58:01,Deposit,1000.41,50
111,139.0,2000-11-30 07:11:20,Deposit,450.75,5
1110,145.0,2008-12-07 19:00:15,Deposit,1575.14,50
1111,122.0,2008-12-08 10:28:27,Transfer,746.58,0
1112,22.0,2008-12-16 18:58:47,Deposit,1301.31,5
1113,111.0,2008-12-17 07:25:18,Deposit,314.46,5
1114,98.0,2008-12-21 01:42:41,Deposit,1337.62,50
1115,39.0,2008-12-21 20:52:08,Deposit,370.18,50
1116,141.0,2009-01-02 03:22:03,Transfer,769.73,0
1117,82.0,2009-01-07 05:30:56,Deposit,103.66,50
1118,73.0,2009-01-08 05:35:23,Deposit,2351.55,50
1119,11.0,2009-01-18 22:15:09,Deposit,856.22,5
112,42.0,2000-12-03 16:07:23,Withdrawal,1001.19,100
1120,66.0,2009-01-21 06:05:29,Deposit,1281.78,50
1121,69.0,2009-01-24 03:46:35,Withdrawal,977.0,100
1122,110.0,2009-01-26 10:10:49,Transfer,741.2,0
1123,52.0,2009-01-29 10:52:24,Deposit,949.41,50
1124,6.0,2009-02-01 06:02:32,Deposit,2917.27,5
1125,91.0,2009-02-10 17:02:08,Deposit,2694.71,50
1126,39.0,2009-02-16 18:10:03,Deposit,2581.18,50
1127,123.0,2009-02-18 13:06:00,Deposit,2612.73,50
1128,145.0,2009-02-27 00:01:04,Deposit,1225.54,50
1129,127.0,2009-02-27 10:34:38,Deposit,1991.12,50
113,139.0,2000-12-05 05:58:17,Deposit,2545.55,5
1130,59.0,2009-02-28 03:04:24,Withdrawal,2370.77,100
1131,96.0,2009-02-28 14:08:05,Deposit,2146.59,50
1132,4.0,2009-02-28 23:21:09,Transfer,2804.69,0
1133,136.0,2009-03-05 15:31:39,Deposit,45.47,50
1134,84.0,2009-03-06 19:48:59,Deposit,2339.14,5
1135,39.0,2009-03-13 11:54:21,Deposit,2909.45,50
1136,39.0,2009-03-21 05:54:34,Deposit,828.1699999999998,50
1137,40.0,2009-03-22 12:26:23,Deposit,2088.62,5
1138,140.0,2009-03-25 08:50:41,Deposit,1600.48,50
1139,121.0,2009-03-27 13:47:30,Withdrawal,499.03,100
114,42.0,2000-12-12 14:52:55,Withdrawal,2443.37,100
1140,64.0,2009-03-28 01:15:28,Deposit,1374.78,5
1141,58.0,2009-04-01 14:55:46,Deposit,1147.33,50
1142,146.0,2009-04-04 23:09:52,Withdrawal,1323.07,100
1143,116.0,2009-04-10 15:18:40,Deposit,2104.41,50
1144,35.0,2009-04-11 15:06:02,Deposit,2923.45,50
1145,82.0,2009-04-12 03:30:40,Deposit,1451.57,50
1146,121.0,2009-04-15 21:20:30,Transfer,1900.4,0
1147,52.0,2009-04-19 11:46:35,Deposit,1781.99,50
1148,42.0,2009-04-19 19:30:27,Withdrawal,2063.7,100
1149,91.0,2009-04-20 06:16:02,Deposit,684.22,50
115,119.0,2000-12-23 09:51:54,Deposit,2360.67,50
1150,35.0,2009-04-23 15:22:55,Deposit,2988.46,50
1151,127.0,2009-04-25 14:53:12,Deposit,199.17,50
1152,87.0,2009-04-26 19:52:37,Deposit,1442.53,50
1153,10.0,2009-04-28 14:18:04,Transfer,343.93,0
1154,23.0,2009-04-28 14:34:35,Deposit,2498.74,50
1155,110.0,2009-05-03 08:31:06,Deposit,1068.29,5
1156,10.0,2009-05-10 02:46:00,Transfer,1885.58,0
1157,48.0,2009-05-13 06:42:02,Deposit,795.9199999999998,50
1158,87.0,2009-05-21 11:54:00,Deposit,2292.45,50
1159,42.0,2009-05-22 07:07:36,Transfer,1610.6,0
116,39.0,2000-12-26 07:24:19,Deposit,2340.78,50
1160,15.0,2009-05-22 11:25:13,Deposit,2016.84,5
1161,133.0,2009-05-27 18:36:25,Deposit,312.66,50
1162,114.0,2009-05-28 07:26:29,Deposit,931.03,5
1163,96.0,2009-05-31 01:56:18,Deposit,2677.1,50
1164,53.0,2009-06-06 05:49:02,Deposit,2943.94,50
1165,141.0,2009-06-07 03:12:02,Transfer,987.04,0
1166,141.0,2009-06-08 00:12:44,Withdrawal,1519.03,100
1167,96.0,2009-06-08 18:07:47,Deposit,1437.26,50
1168,133.0,2009-06-09 02:20:40,Deposit,1743.69,50
1169,92.0,2009-06-09 02:30:45,Deposit,1077.56,50
117,21.0,2000-12-27 20:35:49,Deposit,2532.87,50
1170,89.0,2009-06-13 13:19:19,Deposit,814.37,5
1171,4.0,2009-06-14 00:43:23,Deposit,73.43,5
1172,45.0,2009-06-14 23:37:54,Deposit,2929.76,50
1173,134.0,2009-06-15 23:00:25,Deposit,2380.27,50
1174,78.0,2009-06-16 00:45:19,Deposit,1208.21,50
1175,129.0,2009-06-18 06:24:50,Transfer,2706.8,0
1176,47.0,2009-06-23 07:19:38,Deposit,832.14,50
1177,15.0,2009-06-27 22:22:18,Withdrawal,1175.92,100
1178,79.0,2009-07-04 12:22:19,Deposit,1039.63,50
1179,89.0,2009-07-04 23:41:02,Transfer,1277.99,0
118,139.0,2001-01-01 04:32:42,Transfer,2872.14,0
1180,48.0,2009-07-08 23:51:24,Deposit,2457.46,50
1181,85.0,2009-07-12 15:06:59,Transfer,2922.13,0
1182,20.0,2009-07-14 03:04:10,Transfer,155.06,0
1183,146.0,2009-07-21 02:50:41,Deposit,398.37,5
1184,93.0,2009-07-23 19:08:39,Transfer,2586.91,0
1185,32.0,2009-07-29 08:07:03,Deposit,1126.94,50
1186,67.0,2009-07-31 22:26:09,Deposit,231.86,50
1187,110.0,2009-08-03 01:19:43,Transfer,2526.56,0
1188,86.0,2009-08-03 19:03:44,Deposit,377.72,5
1189,112.0,2009-08-08 04:11:06,Withdrawal,2521.93,100
119,7.0,2001-01-01 09:45:01,Deposit,1068.2,50
1190,2.0,2009-08-08 18:32:21,Deposit,2211.28,50
1191,51.0,2009-08-17 01:49:09,Deposit,2122.32,50
1192,29.0,2009-08-19 14:32:21,Deposit,2037.87,50
1193,89.0,2009-08-21 16:37:39,Withdrawal,2202.23,100
1194,98.0,2009-08-23 23:53:25,Deposit,244.55,50
1195,122.0,2009-08-29 12:47:00,Withdrawal,2282.13,100
1196,90.0,2009-08-30 14:20:18,Deposit,543.64,50
1197,100.0,2009-08-31 21:01:56,Deposit,1825.58,50
1198,142.0,2009-09-02 22:11:07,Deposit,2452.37,5
1199,84.0,2009-09-04 03:48:01,Withdrawal,1363.75,100
12,15.0,2000-01-31 09:44:59,Withdrawal,1605.08,100
120,52.0,2001-01-03 22:04:00,Deposit,2776.82,50
1200,148.0,2009-09-04 04:14:40,Deposit,2537.39,5
1201,7.0,2009-09-04 20:48:00,Deposit,1556.47,50
1202,32.0,2009-09-05 10:06:43,Deposit,1316.48,50
1203,59.0,2009-09-06 02:00:57,Deposit,2794.43,5
1204,118.0,2009-09-07 12:16:47,Transfer,2591.47,0
1205,114.0,2009-09-07 20:10:40,Withdrawal,2581.9,100
1206,24.0,2009-09-11 01:26:19,Deposit,2984.37,50
1207,73.0,2009-09-12 15:48:19,Deposit,713.37,50
1208,136.0,2009-09-14 22:06:28,Deposit,2809.59,50
1209,109.0,2009-09-16 05:28:05,Deposit,789.49,50
121,112.0,2001-01-04 21:08:18,Deposit,424.44,5
1210,110.0,2009-09-23 05:20:53,Deposit,1852.29,5
1211,10.0,2009-10-01 08:02:58,Transfer,606.25,0
1212,38.0,2009-10-03 16:59:40,Withdrawal,2045.96,100
1213,23.0,2009-10-03 18:10:20,Deposit,2646.08,50
1214,96.0,2009-10-04 10:06:06,Deposit,953.1,50
1215,114.0,2009-10-07 06:23:10,Deposit,1798.63,5
1216,69.0,2009-10-09 00:57:02,Transfer,2450.69,0
1217,67.0,2009-10-11 03:08:06,Deposit,2312.53,50
1218,56.0,2009-10-19 06:33:40,Deposit,1687.27,50
1219,78.0,2009-10-22 12:15:11,Deposit,1274.01,50
122,127.0,2001-01-11 02:37:47,Deposit,2467.3,50
1220,79.0,2009-10-23 18:30:08,Deposit,2369.91,50
1221,16.0,2009-10-28 20:08:59,Deposit,1524.77,50
1222,63.0,2009-11-03 03:46:42,Withdrawal,2884.1,100
1223,90.0,2009-11-03 16:00:35,Deposit,1681.88,50
1224,22.0,2009-11-06 07:45:10,Withdrawal,1808.78,100
1225,142.0,2009-11-07 21:45:13,Transfer,691.58,0
1226,98.0,2009-11-10 20:19:22,Deposit,650.68,50
1227,8.0,2009-11-12 11:32:30,Deposit,2847.86,50
1228,144.0,2009-11-19 01:26:18,Transfer,2669.9,0
1229,115.0,2009-11-20 07:38:24,Deposit,1114.19,50
123,145.0,2001-01-19 14:27:24,Deposit,1247.81,50
1230,140.0,2009-11-22 14:53:00,Deposit,483.58,50
1231,64.0,2009-11-26 05:12:13,Withdrawal,833.11,100
1232,2.0,2009-12-01 16:13:55,Deposit,2163.65,50
1233,15.0,2009-12-01 20:16:16,Transfer,1927.52,0
1234,98.0,2009-12-03 16:12:22,Deposit,2932.8,50
1235,28.0,2009-12-04 18:47:02,Deposit,2761.36,50
1236,86.0,2009-12-09 09:04:31,Transfer,2325.83,0
1237,20.0,2009-12-11 03:14:21,Deposit,502.65,5
1238,106.0,2009-12-14 00:12:14,Withdrawal,832.71,100
1239,24.0,2009-12-19 07:34:18,Deposit,672.57,50
124,85.0,2001-01-22 09:45:33,Transfer,720.36,0
1240,38.0,2009-12-22 09:11:33,Withdrawal,2784.16,100
1241,82.0,2009-12-25 04:10:54,Deposit,1207.03,50
1242,122.0,2009-12-27 06:33:12,Deposit,2705.32,5
1243,93.0,2010-01-01 11:20:14,Withdrawal,2925.55,100
1244,75.0,2010-01-06 22:06:10,Deposit,1722.48,50
1245,21.0,2010-01-08 18:30:43,Deposit,2405.05,50
1246,114.0,2010-01-09 09:13:29,Withdrawal,1693.87,100
1247,93.0,2010-01-10 14:03:11,Transfer,1785.06,0
1248,119.0,2010-01-20 02:49:45,Deposit,2656.76,50
1249,48.0,2010-01-21 01:16:14,Deposit,2023.84,50
125,35.0,2001-01-22 13:12:40,Deposit,2201.59,50
1250,122.0,2010-01-22 11:48:17,Deposit,282.76,5
1251,52.0,2010-01-23 03:14:42,Deposit,210.75,50
1252,110.0,2010-01-23 22:55:52,Withdrawal,2436.45,100
1253,4.0,2010-02-11 23:13:20,Withdrawal,1965.73,100
1254,47.0,2010-02-16 00:49:44,Deposit,333.96,50
1255,15.0,2010-02-19 22:21:47,Transfer,2095.58,0
1256,139.0,2010-02-20 03:45:03,Deposit,2720.83,5
1257,4.0,2010-02-20 17:13:14,Deposit,2537.99,5
1258,24.0,2010-02-25 21:39:31,Deposit,2764.61,50
1259,63.0,2010-02-27 05:00:39,Withdrawal,1261.79,100
126,78.0,2001-01-27 16:37:34,Deposit,671.23,50
1260,66.0,2010-03-02 12:28:30,Deposit,38.1,50
1261,36.0,2010-03-03 05:33:05,Withdrawal,2068.71,100
1262,123.0,2010-03-07 08:21:26,Deposit,2346.81,50
1263,116.0,2010-03-08 12:03:26,Deposit,2246.75,50
1264,112.0,2010-03-09 02:45:03,Deposit,2991.83,5
1265,68.0,2010-03-11 07:35:13,Deposit,236.91,50
1266,72.0,2010-03-19 09:00:45,Deposit,1095.36,5
1267,5.0,2010-03-20 16:42:30,Deposit,310.54,50
1268,124.0,2010-03-20 19:11:27,Transfer,102.67,0
1269,82.0,2010-03-21 00:41:22,Deposit,1048.8,50
127,119.0,2001-02-01 07:25:34,Deposit,2237.63,50
1270,58.0,2010-03-22 03:46:42,Deposit,2842.97,50
1271,129.0,2010-03-22 03:46:47,Deposit,950.27,5
1272,129.0,2010-03-22 08:22:13,Deposit,1511.51,5
1273,82.0,2010-03-25 04:52:53,Deposit,243.82,50
1274,122.0,2010-03-28 07:23:14,Transfer,1245.25,0
1275,100.0,2010-04-03 06:14:53,Deposit,695.77,50
1276,119.0,2010-04-04 13:15:01,Deposit,742.69,50
1277,78.0,2010-04-05 07:14:52,Deposit,213.95,50
1278,78.0,2010-04-05 15:42:18,Deposit,40.71,50
1279,109.0,2010-04-09 03:46:49,Deposit,1297.52,50
128,111.0,2001-02-02 20:35:10,Transfer,2754.95,0
1280,78.0,2010-04-09 05:22:41,Deposit,522.56,50
1281,129.0,2010-04-11 00:53:25,Deposit,1570.65,5
1282,54.0,2010-04-12 14:14:24,Transfer,2146.01,0
1283,55.0,2010-04-15 01:56:40,Deposit,1945.67,50
1284,48.0,2010-04-17 10:19:54,Deposit,1070.05,50
1285,67.0,2010-04-18 22:31:39,Deposit,2494.3,50
1286,142.0,2010-04-19 06:51:54,Transfer,496.34,0
1287,90.0,2010-04-21 01:36:45,Deposit,2857.61,50
1288,144.0,2010-04-24 02:33:49,Withdrawal,15.85,100
1289,77.0,2010-04-25 18:31:08,Deposit,2912.59,50
129,7.0,2001-02-04 12:50:21,Deposit,322.6,50
1290,47.0,2010-04-26 10:12:34,Deposit,1887.25,50
1291,73.0,2010-04-26 18:50:35,Deposit,83.84,50
1292,144.0,2010-04-27 21:05:49,Deposit,1720.16,5
1293,93.0,2010-04-30 16:09:01,Transfer,2675.81,0
1294,127.0,2010-05-01 15:42:23,Deposit,645.3,50
1295,22.0,2010-05-04 19:03:51,Withdrawal,1681.18,100
1296,24.0,2010-05-04 21:59:41,Deposit,1803.47,50
1297,98.0,2010-05-07 00:05:25,Deposit,1666.06,50
1298,48.0,2010-05-09 23:52:39,Deposit,2526.75,50
1299,2.0,2010-05-12 19:36:51,Deposit,1794.0,50
13,38.0,2000-02-08 05:23:40,Transfer,1999.4,0
130,97.0,2001-02-07 01:14:48,Transfer,2184.37,0
1300,90.0,2010-05-12 20:48:43,Deposit,1834.68,50
1301,32.0,2010-05-13 14:19:07,Deposit,600.13,50
1302,5.0,2010-05-14 11:37:14,Deposit,2224.14,50
1303,89.0,2010-05-15 17:11:16,Withdrawal,400.99,100
1304,63.0,2010-05-16 09:03:33,Transfer,131.69,0
1305,123.0,2010-05-17 12:10:32,Deposit,2089.92,50
1306,56.0,2010-05-25 05:06:08,Deposit,881.57,50
1307,119.0,2010-06-05 23:41:46,Deposit,90.25,50
1308,29.0,2010-06-09 16:56:18,Deposit,1836.15,50
1309,38.0,2010-06-16 10:55:48,Deposit,1963.3,5
131,92.0,2001-02-09 05:31:53,Deposit,1916.85,50
1310,110.0,2010-06-21 08:18:36,Withdrawal,2330.88,100
1311,24.0,2010-06-21 20:44:21,Deposit,1786.15,50
1312,136.0,2010-06-25 03:13:54,Deposit,2989.93,50
1313,45.0,2010-06-25 11:07:54,Deposit,2863.81,50
1314,6.0,2010-06-25 18:01:59,Withdrawal,1139.44,100
1315,130.0,2010-06-28 04:30:55,Withdrawal,415.59,100
1316,46.0,2010-07-03 01:43:51,Deposit,1526.81,50
1317,36.0,2010-07-07 02:21:38,Transfer,2175.25,0
1318,11.0,2010-07-10 10:55:23,Deposit,641.09,5
1319,59.0,2010-07-15 20:10:57,Withdrawal,2361.05,100
132,8.0,2001-02-10 13:23:00,Deposit,1549.56,50
1320,77.0,2010-07-24 00:05:27,Deposit,458.29,50
1321,82.0,2010-07-29 13:27:34,Deposit,2469.66,50
1322,86.0,2010-07-31 17:47:27,Transfer,277.01,0
1323,125.0,2010-08-03 07:30:28,Withdrawal,1712.29,100
1324,52.0,2010-08-05 15:58:29,Deposit,2496.18,50
1325,112.0,2010-08-08 02:24:22,Deposit,2722.55,5
1326,142.0,2010-08-08 03:21:55,Deposit,1661.23,5
1327,97.0,2010-08-13 11:41:11,Transfer,2215.16,0
1328,85.0,2010-08-14 15:18:38,Transfer,1133.98,0
1329,46.0,2010-08-15 04:14:46,Deposit,1907.15,50
133,67.0,2001-02-12 08:49:02,Deposit,2567.88,50
1330,92.0,2010-08-18 21:03:17,Deposit,96.16,50
1331,133.0,2010-08-19 02:43:42,Deposit,2652.57,50
1332,52.0,2010-08-19 09:01:51,Deposit,1233.48,50
1333,91.0,2010-08-24 13:18:43,Deposit,1855.91,50
1334,88.0,2010-08-29 04:18:01,Withdrawal,2929.55,100
1335,11.0,2010-08-29 04:21:59,Transfer,2812.89,0
1336,121.0,2010-08-29 07:13:48,Transfer,281.99,0
1337,133.0,2010-08-30 05:09:46,Deposit,523.76,50
1338,124.0,2010-08-30 22:16:16,Deposit,1006.37,5
1339,140.0,2010-09-03 11:14:51,Deposit,2466.84,50
134,67.0,2001-02-15 05:38:04,Deposit,1087.32,50
1340,97.0,2010-09-03 19:10:23,Deposit,2943.62,5
1341,7.0,2010-09-06 01:44:40,Deposit,2542.34,50
1342,146.0,2010-09-14 04:56:01,Transfer,1487.09,0
1343,90.0,2010-09-18 11:58:43,Deposit,136.64,50
1344,48.0,2010-09-25 08:24:29,Deposit,1425.82,50
1345,111.0,2010-09-28 05:47:59,Withdrawal,1795.04,100
1346,109.0,2010-09-30 05:58:37,Deposit,2243.77,50
1347,78.0,2010-10-05 02:50:30,Deposit,1546.98,50
1348,45.0,2010-10-08 04:23:26,Deposit,717.29,50
1349,21.0,2010-10-08 04:48:13,Deposit,2730.75,50
135,140.0,2001-02-19 20:23:29,Deposit,780.84,50
1350,21.0,2010-10-08 12:04:33,Deposit,2375.08,50
1351,140.0,2010-10-09 12:56:50,Deposit,2880.8,50
1352,42.0,2010-10-09 21:20:07,Deposit,661.45,5
1353,92.0,2010-10-11 07:15:07,Deposit,1200.44,50
1354,82.0,2010-10-19 06:59:54,Deposit,349.47,50
1355,48.0,2010-10-21 23:10:12,Deposit,1352.04,50
1356,121.0,2010-10-23 22:57:33,Withdrawal,1691.14,100
1357,97.0,2010-10-26 08:45:38,Transfer,2170.34,0
1358,5.0,2010-10-28 13:09:54,Deposit,1898.56,50
1359,85.0,2010-10-30 17:50:51,Deposit,2734.01,5
136,113.0,2001-02-20 10:50:05,Deposit,1582.59,50
1360,7.0,2010-10-31 03:32:34,Deposit,2315.91,50
1361,141.0,2010-11-01 23:49:29,Withdrawal,1428.45,100
1362,24.0,2010-11-04 12:13:52,Deposit,1798.15,50
1363,2.0,2010-11-10 06:07:57,Deposit,2203.47,50
1364,69.0,2010-11-12 07:52:03,Withdrawal,751.2799999999999,100
1365,53.0,2010-11-16 20:36:20,Deposit,654.54,50
1366,78.0,2010-11-21 08:05:06,Deposit,697.72,50
1367,21.0,2010-11-26 14:03:22,Deposit,2643.73,50
1368,36.0,2010-11-29 23:56:32,Deposit,2893.91,5
1369,106.0,2010-12-10 13:55:09,Deposit,1008.04,5
137,113.0,2001-02-21 19:43:14,Deposit,576.5,50
1370,8.0,2010-12-11 04:20:45,Deposit,2683.85,50
1371,118.0,2010-12-13 11:29:14,Deposit,369.63,5
1372,55.0,2010-12-15 23:24:58,Deposit,2294.84,50
1373,96.0,2010-12-20 21:55:08,Deposit,2086.58,50
1374,125.0,2010-12-23 03:12:37,Transfer,2004.73,0
1375,64.0,2010-12-25 21:22:06,Deposit,1391.51,5
1376,112.0,2010-12-28 21:20:58,Deposit,2283.51,5
1377,23.0,2010-12-31 03:52:06,Deposit,1225.48,50
1378,143.0,2011-01-02 03:02:19,Deposit,1678.84,50
1379,121.0,2011-01-02 16:59:39,Deposit,1910.66,5
138,130.0,2001-02-25 01:36:19,Deposit,392.31,5
1380,88.0,2011-01-02 19:58:48,Transfer,2289.14,0
1381,47.0,2011-01-03 19:04:05,Deposit,853.3099999999998,50
1382,53.0,2011-01-08 14:02:49,Deposit,1233.75,50
1383,34.0,2011-01-12 05:43:25,Deposit,2631.1,50
1384,91.0,2011-01-17 15:51:32,Deposit,1716.28,50
1385,142.0,2011-01-18 03:10:35,Deposit,1839.73,5
1386,100.0,2011-01-20 15:53:36,Deposit,2117.16,50
1387,140.0,2011-01-20 21:48:47,Deposit,809.7,50
1388,143.0,2011-01-24 15:32:08,Deposit,2138.83,50
1389,51.0,2011-01-25 13:43:51,Deposit,2516.07,50
139,125.0,2001-02-27 01:21:11,Transfer,1318.13,0
1390,48.0,2011-01-26 15:47:45,Deposit,213.85,50
